Date,Average of Water heights in meter,Station,Name of river,Subdistrict,District,Province
2023-05-22,5.91,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-05-22,2.46,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-05-22,3.1,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-05-22,7.16,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-22,5.2,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-05-22,7.24,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-05-22,5.95,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-05-22,3.73,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-22,2.34,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-05-22,4.41,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-05-22,1.1,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-05-22,9.34,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-05-22,5.74,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-05-22,0.2,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-05-22,1.59,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-05-22,3.47,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-05-22,2.01,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-05-22,7.16,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-05-22,7.84,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-05-22,3.98,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-05-22,1.24,Ban Pang Rimkorn,น้ำแม่กรณ์,แม่กรณ์,เมือง,เชียงราย
2023-05-22,5.49,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-05-22,10.1,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-05-22,6.32,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-05-22,4.02,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-05-22,4.77,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-05-22,2.66,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-05-22,7.11,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-05-22,8.51,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-05-22,3.93,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-05-22,5.15,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-05-22,3.08,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-05-22,6.08,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-05-22,3.7,Ban Singpotin,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-22,9.22,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-05-22,5.34,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-05-22,7.8,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-05-22,5.6,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-05-22,5.67,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-05-22,4.38,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-05-22,7.3,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-05-22,5.79,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-05-22,3.78,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-05-22,11.87,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-05-22,4.39,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-05-22,13.13,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-05-22,3.97,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-05-22,6.65,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-05-22,5.37,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-05-22,3.1,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-05-22,5.17,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-05-22,4.64,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-05-22,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-05-22,4.34,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-05-22,5.42,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-05-22,12.1,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-05-22,7.75,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-05-22,3.69,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-05-23,0.97,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-05-23,2.47,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-05-23,3.3,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-05-23,3.92,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-05-23,7.9,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-05-23,4.49,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-05-23,3.98,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-05-23,2.5,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-05-23,5.26,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-23,8.82,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-05-23,6.1,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-05-23,0.48,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-05-23,3.26,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-05-23,5.66,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-05-23,5.25,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-05-23,3.06,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-05-23,6.7,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-05-23,7.42,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-05-23,6.57,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-05-23,4.49,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-05-23,7.28,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-05-23,5.91,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-05-23,2.48,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-05-23,3.1,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-05-23,7.1,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-23,5.15,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-05-23,7.14,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-05-23,5.95,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-05-23,3.7,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-23,2.32,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-05-23,4.47,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-05-23,0.95,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-05-23,9.49,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-05-23,5.7,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-05-23,0.2,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-05-23,1.65,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-05-23,3.43,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-05-23,1.7,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-05-23,7.14,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-05-23,7.72,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-05-23,3.98,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-05-23,1.24,Ban Pang Rimkorn,น้ำแม่กรณ์,แม่กรณ์,เมือง,เชียงราย
2023-05-23,5.49,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-05-23,10.08,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-05-23,6.34,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-05-23,4.04,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-05-23,4.76,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-05-23,2.65,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-05-23,6.97,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-05-23,8.5,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-05-23,3.88,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-05-23,5.1,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-05-23,3.08,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-05-23,6.07,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-05-23,3.7,Ban Singpotin,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-23,9.22,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-05-23,5.34,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-05-23,7.88,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-05-23,5.57,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-05-23,5.67,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-05-23,4.39,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-05-23,7.28,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-05-23,5.78,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-05-23,3.77,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-05-23,11.83,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-05-23,4.35,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-05-23,13.08,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-05-23,3.98,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-05-23,6.64,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-05-23,5.33,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-05-23,3.21,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-05-23,5,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-05-23,4.64,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-05-23,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-05-23,4.15,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-05-23,5.43,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-05-23,12.1,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-05-23,7.7,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-05-23,3.7,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-05-24,1,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-05-24,2.47,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-05-24,3.28,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-05-24,3.87,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-05-24,7.9,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-05-24,4.5,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-05-24,3.99,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-05-24,2.48,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-05-24,5.22,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-24,8.79,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-05-24,6.1,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-05-24,0.52,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-05-24,3.25,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-05-24,5.62,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-05-24,5.25,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-05-24,3.06,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-05-24,6.54,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-05-24,7.46,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-05-24,6.57,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-05-24,4.49,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-05-24,7.28,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-05-24,5.92,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-05-24,2.46,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-05-24,3.06,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-05-24,7.1,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-24,5.04,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-05-24,7.12,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-05-24,5.95,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-05-24,3.7,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-24,2.31,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-05-24,4.53,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-05-24,0.95,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-05-24,9.35,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-05-24,5.81,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-05-24,0.2,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-05-24,1.74,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-05-24,3.43,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-05-24,1.64,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-05-24,7.13,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-05-24,7.86,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-05-24,3.98,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-05-24,1.24,Ban Pang Rimkorn,น้ำแม่กรณ์,แม่กรณ์,เมือง,เชียงราย
2023-05-24,5.49,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-05-24,10.08,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-05-24,6.35,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-05-24,4.05,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-05-24,4.75,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-05-24,2.65,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-05-24,6.92,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-05-24,8.48,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-05-24,3.91,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-05-24,5.07,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-05-24,3.1,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-05-24,6.09,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-05-24,3.7,Ban Singpotin,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-24,9.08,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-05-24,5.34,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-05-24,7.88,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-05-24,5.55,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-05-24,5.66,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-05-24,4.39,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-05-24,7.29,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-05-24,5.77,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-05-24,3.75,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-05-24,11.83,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-05-24,4.32,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-05-24,12.94,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-05-24,3.98,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-05-24,6.64,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-05-24,5.35,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-05-24,3.41,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-05-24,5.2,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-05-24,4.65,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-05-24,5.56,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-05-24,4.13,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-05-24,5.42,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-05-24,12.09,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-05-24,7.82,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-05-24,3.7,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-05-25,0.97,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-05-25,2.46,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-05-25,3.27,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-05-25,3.83,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-05-25,7.91,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-05-25,4.53,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-05-25,3.98,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-05-25,2.47,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-05-25,5.2,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-25,8.76,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-05-25,6.1,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-05-25,0.61,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-05-25,3.25,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-05-25,5.61,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-05-25,5.25,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-05-25,3.06,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-05-25,6.47,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-05-25,7.39,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-05-25,6.57,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-05-25,4.51,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-05-25,7.26,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-05-25,5.93,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-05-25,2.46,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-05-25,3.08,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-05-25,7.1,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-05-25,4.98,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-05-25,7.14,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-05-25,5.94,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-05-25,3.68,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-05-25,2.33,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-05-25,4.52,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-05-25,0.95,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-05-25,9.29,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-05-25,5.87,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-05-25,0.62,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-05-25,1.65,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-05-25,3.45,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
