Date,Average of Water heights in meter,Station,Name of river,Subdistrict,District,Province
2023-01-04,5.95,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-01-04,2.33,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-01-04,2.6,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-01-04,3.88,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-01-04,5.3,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-01-04,7.14,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-01-04,,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-01-04,3.99,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-01-04,2.44,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-01-04,4.54,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-01-04,1.06,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-01-04,9.34,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-01-04,5.55,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-01-04,0.25,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-01-04,1.71,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-01-04,3.64,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-01-04,7.36,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-01-04,7.71,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-01-04,4.82,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-01-04,5.65,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-01-04,10.32,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-01-04,6.57,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-01-04,4.36,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-01-04,4.76,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-01-04,2.82,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-01-04,6.89,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-01-04,8.43,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-01-04,4.1,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-01-04,4.78,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-01-04,3.19,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-01-04,6.2,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-01-04,7.2,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-01-04,9.66,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-01-04,5.37,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-01-04,8.06,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-01-04,5.8,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-01-04,5.8,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-01-04,4.51,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-01-04,7.41,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-01-04,4.86,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-01-04,3.91,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-01-04,11.92,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-01-04,3.75,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-01-04,12.98,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-01-04,6.91,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-01-04,5.63,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-01-04,3.6,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-01-04,4.83,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-01-04,4.44,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-01-04,5.54,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-01-04,4.23,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-01-04,4.57,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-01-04,12.39,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-01-04,8.35,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-01-04,3.65,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-01-05,1.15,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-01-05,2.57,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-01-05,3.53,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-01-05,3.98,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-01-05,8.47,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-01-05,4.67,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-01-05,4.03,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-01-05,,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-01-05,5.45,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-01-05,8.86,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-01-05,6.36,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-01-05,0.52,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-01-05,3.28,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-01-05,6.03,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-01-05,4.44,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-01-05,3.06,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-01-05,6.6,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-01-05,7.56,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-01-05,6.75,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-01-05,5,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-01-05,6.72,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-01-05,5.94,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-01-05,2.32,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-01-05,2.6,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-01-05,3.88,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-01-05,5.28,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-01-05,7.13,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-01-05,6.02,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-01-05,3.99,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-01-05,2.44,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-01-05,4.54,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-01-05,1.06,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-01-05,9.33,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-01-05,5.55,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-01-05,0.25,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-01-05,1.7,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-01-05,3.64,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-01-05,7.36,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-01-05,7.77,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-01-05,4.82,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-01-05,5.64,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-01-05,10.29,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-01-05,6.59,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-01-05,4.35,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-01-05,4.78,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-01-05,2.82,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-01-05,6.87,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-01-05,8.44,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-01-05,4.05,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-01-05,4.78,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-01-05,3.19,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-01-05,6.2,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-01-05,7.2,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-01-05,9.64,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-01-05,5.35,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-01-05,7.97,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-01-05,5.8,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-01-05,5.8,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-01-05,4.52,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-01-05,7.41,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-01-05,4.87,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-01-05,3.9,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-01-05,11.91,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-01-05,3.71,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-01-05,12.98,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-01-05,4.29,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-01-05,6.91,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-01-05,,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-01-05,3.4,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-01-05,4.95,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-01-05,4.45,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
